City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Hofn,IS,64.25,-15.21,41.32,83,99,12.03,overcast clouds
364,Hobe Sound,US,27.06,-80.14,80.01,69,75,17.22,shower rain
365,Praia Da Vitoria,PT,38.73,-27.07,60.8,67,40,18.95,scattered clouds
366,Jasper,US,37.2,-94.35,73.4,40,1,18.34,clear sky
367,Tosham,IN,28.88,75.92,67.73,24,0,4.97,clear sky
368,Mindelo,CV,16.89,-24.98,80.6,65,75,19.46,broken clouds
369,Plavinas,LV,56.62,25.73,48.87,93,100,11.03,overcast clouds
370,Maltahohe,NA,-24.83,16.98,64.38,35,0,16.42,clear sky
371,Sitka,US,57.05,-135.33,35.6,80,20,3.36,few clouds
372,Leningradskiy,RU,69.38,178.42,20.08,96,100,12.48,overcast clouds
373,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,65,75,9.17,broken clouds
374,Sechura,PE,-5.56,-80.82,72.0,61,61,18.45,broken clouds
375,Toora-Khem,RU,52.47,96.11,25.93,96,57,2.64,broken clouds
376,Warrington,GB,53.39,-2.58,52.0,93,92,6.93,overcast clouds
377,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.12,80,22,12.82,few clouds
378,Ilebo,CD,-4.32,20.58,70.52,94,98,1.01,overcast clouds
379,Yako,BF,12.97,-2.27,79.79,16,19,6.29,few clouds
380,Paamiut,GL,61.99,-49.67,28.98,90,100,16.78,overcast clouds
381,Katherine,AU,-14.47,132.27,77.0,69,7,5.82,clear sky
382,Namibe,AO,-15.2,12.15,70.75,66,40,10.96,scattered clouds
383,Hirara,JP,24.8,125.28,77.99,88,0,10.74,clear sky
384,Viedma,AR,-40.81,-63.0,75.0,39,52,4.0,broken clouds
385,Tual,ID,-5.67,132.75,82.78,70,87,11.32,overcast clouds
386,Bambanglipuro,ID,-7.95,110.28,78.03,80,58,1.36,moderate rain
387,Marfino,RU,55.7,37.38,71.08,86,0,8.95,clear sky
388,Chyhyryn,UA,49.08,32.66,48.38,85,96,6.78,overcast clouds
389,Quesnel,CA,53.0,-122.5,32.0,80,1,17.22,clear sky
390,Ino,JP,33.55,133.43,62.62,77,92,5.57,overcast clouds
391,Henties Bay,NA,-22.12,14.28,61.0,90,0,3.0,clear sky
392,Tarnogskiy Gorodok,RU,60.5,43.58,35.4,95,100,11.32,overcast clouds
393,Puksoozero,RU,62.59,40.61,43.59,85,100,15.35,overcast clouds
394,Faya,SA,18.39,42.45,62.6,77,0,2.19,clear sky
395,Deer Lake,CA,49.17,-57.43,35.6,80,75,9.17,broken clouds
396,Astara,AZ,38.5,48.67,55.4,100,90,8.05,light rain
397,Alofi,NU,-19.06,-169.92,77.0,73,75,14.99,broken clouds
398,Goderich,CA,43.75,-81.72,64.4,48,100,16.11,overcast clouds
399,Shache,CN,38.42,77.24,33.76,81,0,3.65,clear sky
400,Axim,GH,4.87,-2.24,78.71,86,58,7.36,light rain
401,Ancud,CL,-41.87,-73.82,64.4,55,0,9.17,clear sky
402,San Patricio,US,28.02,-97.52,82.4,54,40,12.75,scattered clouds
403,Santa Fe,AR,-31.63,-60.7,91.0,26,4,1.99,clear sky
404,Pilot Butte,CA,50.47,-104.42,33.8,69,100,19.46,overcast clouds
405,Port Moresby,PG,-9.44,147.18,77.0,88,40,4.7,scattered clouds
406,Siavonga,ZM,-16.54,28.71,87.6,32,1,4.59,clear sky
407,Radcliff,US,37.84,-85.95,75.2,38,1,5.82,clear sky
408,Gondal,IN,21.97,70.8,71.94,35,0,2.42,clear sky
409,Przhevalskoye,RU,55.51,31.85,46.29,87,100,11.5,overcast clouds
410,Dawei,MM,14.08,98.2,75.25,82,34,5.19,scattered clouds
411,Basqal,AZ,40.76,48.39,46.4,93,40,3.36,scattered clouds
412,Fort Nelson,CA,58.81,-122.7,8.6,84,75,3.36,broken clouds
413,Pringsewu,ID,-5.36,104.97,73.17,91,100,0.6,overcast clouds
414,Gvarv,NO,59.39,9.17,41.0,87,36,4.34,scattered clouds
415,Flin Flon,CA,54.77,-101.86,19.4,79,90,6.93,overcast clouds
416,Potosi,BO,-19.58,-65.75,51.51,51,85,24.18,light rain
417,Kapit,MY,2.02,112.93,73.53,94,100,0.45,overcast clouds
418,Kahului,US,20.89,-156.47,84.2,58,40,16.11,scattered clouds
419,Kupang,ID,-10.17,123.58,79.12,76,14,3.09,few clouds
420,Goundam,ML,16.41,-3.67,85.53,13,0,11.63,clear sky
421,Batagay,RU,67.63,134.63,-26.68,84,43,1.45,scattered clouds
422,Fensmark,DK,55.28,11.8,48.0,87,27,2.24,scattered clouds
423,Bilma,NE,18.69,12.92,72.55,26,0,10.02,clear sky
424,Aswan,EG,24.09,32.91,70.81,41,98,8.84,overcast clouds
425,Caconda,AO,-13.73,15.07,68.68,67,100,6.51,overcast clouds
426,Bonavista,CA,48.65,-53.11,48.99,81,100,16.11,light rain
427,Moranbah,AU,-22.0,148.05,71.8,84,66,15.26,broken clouds
428,Guerrero Negro,MX,27.98,-114.06,71.76,60,30,19.39,scattered clouds
429,Verkhoyansk,RU,67.54,133.38,-26.45,83,9,0.98,clear sky
430,Provideniya,RU,64.38,-173.3,28.54,94,17,6.98,few clouds
431,Majene,ID,-3.54,118.97,77.77,85,82,4.94,broken clouds
432,Palembang,ID,-2.92,104.75,75.02,93,98,1.36,overcast clouds
433,Howard Springs,AU,-12.5,131.05,82.4,78,51,1.12,broken clouds
434,Cartaya,ES,37.28,-7.15,63.0,84,11,1.99,few clouds
435,Vestmanna,FO,62.16,-7.17,39.2,86,78,1.12,broken clouds
436,Miami,US,25.77,-80.19,81.0,74,40,20.8,scattered clouds
437,Arrifes,PT,37.77,-25.7,60.8,63,20,10.29,few clouds
438,Santiago De Cao,PE,-7.96,-79.24,68.0,72,21,9.17,few clouds
439,Alta Floresta,BR,-9.88,-56.09,91.4,52,40,4.7,scattered clouds
440,Soe,ID,-9.86,124.28,68.41,65,100,2.62,overcast clouds
441,Dumas,US,35.87,-101.97,73.99,35,1,18.34,clear sky
442,Tupanatinga,BR,-8.75,-37.34,81.3,53,60,16.13,broken clouds
443,Tambacounda,SN,13.75,-13.76,93.04,20,1,4.81,clear sky
444,Orumiyeh,IR,37.55,45.08,44.6,100,40,4.7,scattered clouds
445,Gweru,ZW,-19.45,29.82,78.76,37,72,2.66,broken clouds
446,Kismayo,SO,-0.36,42.55,80.17,80,100,10.11,overcast clouds
447,Ambovombe,MG,-25.17,46.08,71.74,91,0,3.6,clear sky
448,Harnosand,SE,62.63,17.94,44.01,75,77,5.82,broken clouds
449,Staraya Kulatka,RU,52.72,47.62,36.21,83,50,11.86,scattered clouds
450,Koutsouras,GR,35.03,25.95,66.0,61,3,11.01,clear sky
451,La Libertad,EC,-2.23,-80.9,73.4,78,75,11.41,broken clouds
452,Gamba,GA,-2.65,10.0,76.68,92,78,5.93,broken clouds
453,Oranjemund,NA,-28.55,16.43,63.28,85,33,3.13,scattered clouds
454,Manyava,UA,48.66,24.38,44.29,78,0,3.67,clear sky
455,Komsomolskiy,UZ,40.43,71.72,50.0,60,86,2.24,mist
456,Les Cayes,HT,18.2,-73.75,80.87,80,100,10.74,overcast clouds
457,Coquimbo,CL,-29.95,-71.34,62.6,67,0,12.75,clear sky
458,Kawalu,ID,-7.38,108.21,70.34,91,40,0.81,scattered clouds
459,Martapura,ID,-3.42,114.85,74.62,94,6,1.77,clear sky
460,Jugsalai,IN,22.77,86.18,65.7,47,0,2.51,clear sky
461,Augusto Correa,BR,-1.02,-46.63,84.38,68,11,9.8,few clouds
462,Mikhaylovka,RU,50.06,43.24,39.99,90,72,5.01,broken clouds
463,Shelabolikha,RU,53.41,82.62,39.2,51,0,8.95,clear sky
464,Port Elgin,CA,46.05,-64.09,54.0,62,100,10.29,overcast clouds
465,Mapimi,MX,25.82,-103.85,75.2,29,5,6.89,clear sky
466,Rondonopolis,BR,-16.47,-54.64,95.05,33,98,5.3,overcast clouds
467,Puquio,PE,-14.7,-74.13,64.98,28,68,11.41,broken clouds
468,Serenje,ZM,-13.23,30.24,73.13,23,3,8.88,clear sky
469,Xichang,CN,27.9,102.26,54.77,66,98,2.73,overcast clouds
470,Hearst,CA,49.68,-83.67,33.8,95,100,4.7,overcast clouds
471,Zharkent,KZ,44.16,80.0,41.41,57,0,1.54,clear sky
472,Naze,JP,28.37,129.48,75.2,94,75,13.87,broken clouds
473,Port-Gentil,GA,-0.72,8.78,78.8,94,75,11.41,broken clouds
474,Uyuni,BO,-20.46,-66.83,54.81,48,80,21.61,light rain
475,Voi,KE,-3.39,38.56,74.23,75,94,6.33,overcast clouds
476,Warmbad,NA,-28.45,18.73,61.93,65,0,16.49,clear sky
477,Diamantino,BR,-14.41,-56.45,93.22,39,84,5.06,broken clouds
478,Pekan,MY,3.48,103.4,77.0,94,20,4.63,light rain
479,Edeia,BR,-17.34,-49.93,87.85,42,82,5.19,broken clouds
480,Tucuman,AR,-26.82,-65.22,91.4,24,0,12.75,clear sky
481,Tomelloso,ES,39.15,-3.02,46.99,91,9,1.99,light rain
482,Tayga,RU,56.06,85.62,41.0,65,0,17.9,clear sky
483,Birjand,IR,32.87,59.22,55.4,15,0,9.17,clear sky
484,Ulladulla,AU,-35.35,150.47,53.6,71,90,8.05,overcast clouds
485,Darnah,LY,32.77,22.64,67.71,74,69,14.83,light rain
486,Snezhnogorsk,RU,69.19,33.25,33.8,86,75,11.18,broken clouds
487,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,48,0,14.99,clear sky
488,Khani,GE,41.96,42.96,51.8,93,90,9.17,overcast clouds
489,Rorvik,NO,64.86,11.24,45.43,59,53,14.76,broken clouds
490,Inhambane,MZ,-23.86,35.38,78.8,88,0,13.87,clear sky
491,Copperas Cove,US,31.12,-97.9,77.0,47,1,10.29,clear sky
492,Olinda,BR,-8.01,-34.86,84.2,70,75,16.11,broken clouds
493,Grand Gaube,MU,-20.01,57.66,71.01,75,14,1.01,few clouds
494,Portsmouth,GB,50.8,-1.09,54.0,93,32,12.24,scattered clouds
495,Mangrol,IN,21.12,70.12,79.5,54,0,3.58,clear sky
496,Carutapera,BR,-1.2,-46.02,84.97,66,7,11.92,clear sky
497,Pacific Grove,US,36.62,-121.92,57.0,62,40,6.93,scattered clouds
498,Metro,ID,-5.11,105.31,75.11,90,100,2.82,overcast clouds
499,Oppdal,NO,62.59,9.69,38.97,84,100,3.47,overcast clouds
500,Kamina,CD,-8.74,24.99,67.91,92,64,5.64,broken clouds
501,Holme,DK,56.11,10.17,42.8,87,0,4.7,clear sky
502,Puerto Escondido,MX,15.85,-97.07,86.0,74,20,8.05,few clouds
503,Tel Aviv-Yafo,IL,32.08,34.78,69.8,68,40,4.7,scattered clouds
504,Saint-Augustin,CA,51.23,-58.65,32.94,85,0,16.55,clear sky
505,Acarau,BR,-2.89,-40.12,83.17,66,74,19.73,broken clouds
506,Inuvik,CA,68.35,-133.72,26.6,68,0,3.36,clear sky
507,Kidal,ML,18.44,1.41,77.05,17,1,11.95,clear sky
508,Saint-Pierre,RE,-21.34,55.48,73.4,78,0,11.41,clear sky
509,Bambous Virieux,MU,-20.34,57.76,73.4,78,20,8.05,few clouds
510,Talara,PE,-4.58,-81.27,77.0,61,0,13.87,clear sky
511,Tuy Hoa,VN,13.08,109.3,73.63,86,86,8.9,overcast clouds
512,Tyukhtet,RU,56.54,89.3,37.18,87,82,7.92,broken clouds
513,Nyurba,RU,63.28,118.33,-6.12,90,21,4.81,few clouds
514,Muravlenko,RU,63.79,74.52,33.57,99,100,7.61,light rain
515,Atar,MR,20.52,-13.05,88.63,18,99,10.27,overcast clouds
516,Roebourne,AU,-20.78,117.13,72.32,56,0,10.13,light rain
517,Kumluca,TR,36.37,30.29,66.54,35,0,8.37,clear sky
518,Port Pirie,AU,-33.18,138.02,48.2,93,0,5.82,clear sky
519,Bauchi,NG,10.5,10.0,74.41,27,0,4.94,clear sky
520,Tabory,RU,58.52,64.55,36.79,95,100,2.82,overcast clouds
521,El Alto,PE,-4.27,-81.21,77.0,61,0,13.87,clear sky
522,Quatre Cocos,MU,-20.21,57.76,73.4,78,20,8.05,few clouds
523,Moose Factory,CA,51.26,-80.61,32.0,93,40,14.99,scattered clouds
524,Porto Belo,BR,-27.16,-48.55,78.01,69,0,14.99,clear sky
525,Rundu,NA,-17.93,19.77,82.99,29,0,4.9,clear sky
526,Luwuk,ID,-0.95,122.79,77.58,72,92,4.85,overcast clouds
527,Tyubuk,RU,56.06,60.94,33.55,93,100,4.34,overcast clouds
528,Itarema,BR,-2.92,-39.92,82.49,68,76,18.34,broken clouds
529,Polson,US,47.69,-114.16,37.99,45,100,3.0,overcast clouds
530,Maracas,BR,-13.44,-40.43,73.8,76,82,6.17,broken clouds
531,Coihaique,CL,-45.58,-72.07,68.0,34,0,5.82,clear sky
532,Ohafia,NG,5.62,7.83,75.56,90,100,4.61,light rain
533,Kamenka,RU,51.32,42.77,41.0,89,14,10.58,few clouds
534,Skjervoy,NO,70.03,20.97,36.99,87,100,39.97,light rain
535,Matay,EG,28.42,30.78,65.32,52,7,6.6,clear sky
536,Abay,KZ,49.63,72.85,42.8,38,0,24.61,clear sky
537,Kisszallas,HU,46.28,19.49,41.0,83,0,4.03,light rain
538,Inhambupe,BR,-11.78,-38.35,80.13,74,41,12.03,scattered clouds
539,Ambilobe,MG,-13.2,49.05,75.27,77,100,4.54,overcast clouds
540,Sao Filipe,CV,14.9,-24.5,79.2,78,33,13.76,light rain
541,Thongwa,MM,16.76,96.53,75.2,100,90,6.93,light rain
542,Baruun-Urt,MN,46.68,113.28,14.94,85,0,6.67,clear sky
543,Robertsport,LR,6.75,-11.37,80.91,83,13,8.25,few clouds
544,San Roque,ES,36.21,-5.38,66.2,72,0,3.36,clear sky
545,Igarka,RU,67.47,86.58,14.22,96,100,13.51,light snow
546,Kitui,KE,-1.37,38.01,67.91,80,22,7.0,light rain
547,Cayenne,GF,4.93,-52.33,77.0,100,0,2.24,very heavy rain
548,Moron,AR,-34.65,-58.62,80.01,41,6,7.0,clear sky
549,Kelamangalam,IN,12.6,77.85,69.8,100,40,3.36,scattered clouds
550,Pyay,MM,18.82,95.22,72.88,90,0,5.77,clear sky
551,Mizdah,LY,31.45,12.98,58.28,72,0,7.61,clear sky
552,Dalnerechensk,RU,45.93,133.72,30.43,91,0,3.33,clear sky
553,Taoudenni,ML,22.68,-3.98,86.83,13,87,9.89,overcast clouds
554,Charters Towers,AU,-20.1,146.27,71.31,83,2,12.12,clear sky
555,Yaan,NG,7.38,8.57,79.18,36,92,1.79,overcast clouds
556,Ndele,CF,8.41,20.65,77.0,61,9,0.89,clear sky
557,Minudasht,IR,37.23,55.37,58.14,81,57,4.61,broken clouds
558,Natal,BR,-5.79,-35.21,84.2,70,40,20.8,scattered clouds
559,Buford,US,34.12,-84.0,73.99,69,75,6.93,broken clouds
560,Portland,US,45.52,-122.68,45.0,87,75,4.7,broken clouds
561,Mackenzie,CA,55.3,-123.17,26.6,68,40,6.93,scattered clouds
562,Pimentel,PE,-6.84,-79.93,73.4,53,0,17.22,clear sky
563,Saint Stephen,GB,50.33,-4.9,55.4,93,100,16.11,light rain
564,Anori,BR,-3.77,-61.64,88.41,60,100,1.39,overcast clouds
565,Codrington,AU,-38.27,141.97,41.68,92,6,6.06,clear sky
566,Mandalgovi,MN,45.76,106.27,25.81,71,0,7.87,clear sky
567,Akhmim,EG,26.56,31.75,68.0,52,0,3.36,clear sky
568,Opuwo,NA,-18.06,13.84,71.98,28,0,8.03,clear sky
569,Sinnamary,GF,5.38,-52.95,82.92,76,35,14.92,scattered clouds
570,Bunog,PH,9.14,117.78,79.2,76,100,2.08,overcast clouds
571,Hohhot,CN,40.81,111.65,19.4,57,0,4.47,clear sky
572,Sainte-Suzanne,RE,-20.91,55.61,73.4,73,90,14.99,overcast clouds
573,Ajaccio,FR,42.0,8.92,57.2,87,0,5.82,clear sky
574,Tayoltita,MX,24.08,-105.93,84.58,20,0,6.22,clear sky
575,Chissamba,AO,-12.17,17.33,66.54,73,99,2.77,overcast clouds
576,Port Hawkesbury,CA,45.62,-61.35,50.0,61,1,6.93,clear sky
577,Bridgetown,BB,13.1,-59.62,87.8,66,40,16.11,scattered clouds
578,Bakchar,RU,57.02,82.07,37.89,77,92,10.36,overcast clouds
579,Udarnyy,RU,54.34,42.86,36.01,89,0,6.58,clear sky
580,Kuusamo,FI,65.97,29.18,35.6,74,40,14.99,scattered clouds
581,Virginia Beach,US,36.85,-75.98,73.99,56,20,8.05,few clouds
582,Plettenberg Bay,ZA,-34.05,23.37,61.81,73,0,1.07,clear sky
583,Svetlaya,RU,46.54,138.33,32.61,88,12,5.91,few clouds
584,Taltal,CL,-25.4,-70.48,64.94,61,25,6.04,scattered clouds
585,Ilave,PE,-16.08,-69.67,58.75,34,0,15.9,clear sky
586,Gazojak,TM,41.19,61.4,53.53,68,100,11.05,overcast clouds
587,Zeya,RU,53.75,127.27,14.68,84,74,7.58,broken clouds
588,Digha,IN,21.68,87.55,67.48,58,0,8.23,clear sky
589,Turtas,RU,58.94,69.13,35.04,98,100,3.96,overcast clouds
590,Pakxan,LA,18.38,103.66,68.45,81,8,4.09,clear sky
591,Shimoda,JP,34.67,138.95,61.0,91,97,17.09,overcast clouds
592,Todos Santos,MX,23.45,-110.22,82.99,70,0,5.99,clear sky
593,Meulaboh,ID,4.14,96.13,76.44,86,100,4.0,overcast clouds
594,Mount Isa,AU,-20.73,139.5,77.0,12,27,12.75,scattered clouds
595,Loukhi,RU,66.08,33.04,35.42,82,1,15.12,clear sky
596,Beloha,MG,-25.17,45.05,71.73,72,0,2.37,clear sky
597,Mersing,MY,2.43,103.84,73.4,100,47,3.36,scattered clouds
598,Linfen,CN,36.09,111.52,49.17,41,0,0.83,clear sky
599,Mildura,AU,-34.2,142.15,48.2,70,0,6.93,clear sky
600,Tabas,IR,33.6,56.92,64.4,13,100,6.93,overcast clouds
601,Venta,LT,56.2,22.7,48.0,94,100,5.01,overcast clouds
602,Odienne,CI,9.51,-7.57,77.67,40,0,1.48,clear sky
603,Dosso,NE,13.05,3.19,81.45,16,0,8.39,clear sky
604,Selma,US,36.57,-119.61,51.8,87,90,8.05,overcast clouds
605,Bathsheba,BB,13.22,-59.52,87.8,66,40,16.11,scattered clouds
606,Lishui,CN,28.46,119.91,61.5,60,86,3.33,light rain
607,Talnakh,RU,69.49,88.4,17.6,85,75,15.66,light shower snow
608,Labuhan,ID,-6.88,112.21,78.85,78,0,8.28,clear sky
609,Syracuse,IT,37.09,15.28,62.6,87,40,2.24,scattered clouds
610,Umm Kaddadah,SD,13.6,26.69,76.96,23,0,13.38,clear sky
611,Maragogi,BR,-9.01,-35.22,78.67,81,26,12.71,scattered clouds
612,Nemuro,JP,43.32,145.57,51.67,75,74,2.93,broken clouds
613,Salekhard,RU,66.53,66.6,26.67,99,99,2.64,overcast clouds
614,Eyl,SO,7.98,49.82,78.39,79,60,14.14,broken clouds
615,Kihei,US,20.79,-156.47,84.2,58,40,16.11,scattered clouds
616,Grants Pass,US,42.44,-123.33,48.99,61,75,5.82,broken clouds
617,Ojinaga,MX,29.57,-104.42,80.6,22,1,4.47,clear sky
618,Le Tampon,RE,-21.27,55.52,73.4,78,0,11.41,clear sky
619,Udachnyy,RU,66.42,112.4,-2.2,91,0,4.47,clear sky
620,Bilibino,RU,68.05,166.44,0.45,90,100,1.7,overcast clouds
621,Agirish,RU,61.92,63.02,29.66,99,59,5.12,broken clouds
622,Juneau,US,58.3,-134.42,28.99,92,75,3.76,fog
623,San Ciro De Acosta,MX,21.63,-99.82,77.13,44,44,4.05,scattered clouds
624,Benghazi,LY,32.12,20.07,68.22,75,51,23.44,light rain
625,San Quintin,MX,30.48,-115.95,65.97,49,0,16.78,clear sky
626,Penzance,GB,50.12,-5.54,55.4,100,100,13.87,moderate rain
627,Boca Raton,US,26.36,-80.08,80.6,78,75,23.04,heavy intensity rain
628,Kandrian,PG,-6.22,149.55,77.05,82,92,2.77,overcast clouds
629,Saldanha,ZA,-33.01,17.94,62.6,82,0,12.75,clear sky
630,Ust-Koksa,RU,50.27,85.61,32.29,89,0,1.72,clear sky
631,Palana,RU,59.12,159.97,25.54,92,98,5.64,overcast clouds
632,Morehead,US,37.27,-87.18,78.8,33,1,6.93,clear sky
633,Daru,PG,-9.08,143.21,76.73,91,99,6.91,overcast clouds
634,Kostomuksha,RU,64.57,30.58,36.03,78,0,16.75,clear sky
635,Baykit,RU,61.67,96.37,19.89,95,100,2.82,snow
636,Dapaong,TG,10.86,0.2,82.74,21,83,3.89,broken clouds
637,Mananjary,MG,-21.22,48.33,72.55,88,5,8.63,clear sky
638,Kachug,RU,53.96,105.88,18.12,95,100,3.15,light snow
639,Port Macquarie,AU,-31.43,152.92,59.0,86,46,9.98,scattered clouds
640,Lahaina,US,20.88,-156.68,84.2,83,75,11.41,haze
641,Boyolangu,ID,-8.12,111.89,74.95,83,0,1.86,clear sky
642,Sandnessjoen,NO,66.02,12.63,41.0,75,98,6.93,light rain
643,Guangyuan,CN,32.44,105.82,55.99,81,0,3.42,clear sky
644,Liliani,PK,32.21,72.95,62.08,28,0,1.14,clear sky
645,Padang,ID,-0.95,100.35,77.63,80,100,4.29,light rain
646,Ajdabiya,LY,30.76,20.23,66.99,69,0,14.97,clear sky
647,Moosomin,CA,50.13,-101.67,37.22,73,100,14.23,overcast clouds
648,Truro,GB,50.27,-5.05,55.4,93,100,16.11,moderate rain
649,Careiro Da Varzea,BR,-3.2,-59.81,91.4,59,40,5.82,scattered clouds
650,Zyryanka,RU,65.75,150.85,-3.68,92,98,7.56,overcast clouds
651,Camocim,BR,-2.9,-40.84,85.71,60,78,20.09,broken clouds
652,Teguise,ES,29.06,-13.56,71.6,73,20,3.36,few clouds
653,Oistins,BB,13.07,-59.53,87.8,66,40,16.11,light rain
654,Dutse,NG,11.76,9.34,74.73,20,0,6.58,clear sky
655,Mareeba,AU,-17.0,145.43,75.2,83,40,4.7,scattered clouds
656,Barra Patuca,HN,15.8,-84.28,83.52,73,93,20.0,overcast clouds
657,Oliveira Dos Brejinhos,BR,-12.32,-42.9,79.75,71,86,4.23,light rain
658,Callaway,US,30.15,-85.57,82.4,61,75,6.93,broken clouds
659,Sukhobezvodnoye,RU,57.05,44.89,34.14,92,24,6.91,few clouds
660,Mantua,IT,45.17,10.78,52.0,87,0,3.36,clear sky
661,Boa Viagem,BR,-5.13,-39.73,94.03,25,94,7.81,overcast clouds
662,Biltine,TD,14.53,20.92,78.58,18,0,8.39,clear sky
663,Jiuquan,CN,39.74,98.52,31.5,67,35,1.21,scattered clouds
664,Northam,GB,51.03,-4.22,55.99,93,100,1.01,overcast clouds
665,Ixtapa,MX,20.7,-105.2,86.0,55,5,9.17,clear sky
666,Medernach,LU,49.8,6.22,48.2,76,0,4.7,clear sky
667,Pallasovka,RU,50.05,46.88,41.76,70,100,12.39,overcast clouds
668,Kuching,MY,1.55,110.33,77.0,94,40,2.24,light rain
669,Tuatapere,NZ,-46.13,167.68,48.99,60,47,10.0,scattered clouds
670,Hegang,CN,47.4,130.37,26.62,93,100,4.27,overcast clouds
671,Arvika,SE,59.66,12.59,48.2,93,61,4.7,light rain
672,Stornoway,GB,58.21,-6.39,41.0,100,0,2.24,clear sky
673,Ukiah,US,39.15,-123.21,55.4,50,1,4.7,clear sky
674,Cozumel,MX,20.51,-86.95,84.99,79,75,6.93,broken clouds
675,Bethanien,NA,-26.5,17.16,63.52,49,0,8.34,clear sky
676,Gumdag,TM,39.21,54.59,55.49,74,96,2.24,light rain
677,Belmonte,BR,-15.86,-38.88,78.8,83,40,9.17,light rain
678,Leh,IN,34.17,77.58,28.69,61,0,3.98,clear sky
